             u1              u2              u3              u4             u5             u6              u7              y 
  6.3139806e-001  6.9325600e-001  8.9942755e-001  2.9225021e-001  7.0862022e-001  5.2049043e-001  4.6249375e-001  1.0193907e-001
  5.7887928e-001  6.7254765e-001  8.9849982e-001  2.9214191e-001  7.0276923e-001  5.1621520e-001  4.5246501e-001  8.8396749e-002
  5.2635987e-001  6.8669914e-001  9.6242192e-001  2.9203361e-001  6.9691824e-001  4.8480979e-001  4.5040302e-001  7.6102766e-002
  4.7384110e-001  6.5414480e-001  9.5319411e-001  2.9192531e-001  6.5135623e-001  3.6416131e-001  3.2559221e-001  6.1579760e-002
  3.6505821e-001  6.4745380e-001  9.4826348e-001  2.9181701e-001  5.8922298e-001  2.2094424e-001  2.0599885e-001  5.0486935e-002
  2.4146947e-001  6.6445623e-001  9.2241363e-001  2.9170871e-001  5.2649833e-001  1.8146096e-001  1.4953206e-001  3.9150363e-002
  2.3477504e-001  6.6746343e-001  7.9256588e-001  2.9160041e-001  4.6352923e-001  1.7885545e-001  1.3389708e-001  3.1288272e-002
  2.3281046e-001  6.3441379e-001  7.5209641e-001  2.9149210e-001  4.0865846e-001  2.1477395e-001  1.5659280e-001  2.5623963e-002
  2.3084589e-001  6.3848234e-001  6.4334167e-001  2.9138380e-001  3.5912088e-001  2.3894966e-001  2.0562394e-001  2.0174424e-002
  2.2888132e-001  6.4489916e-001  6.3068801e-001  2.9127550e-001  3.5783424e-001  2.9709247e-001  2.6344803e-001  1.9020425e-002
  2.2691675e-001  6.4690101e-001  5.2864378e-001  2.9116720e-001  3.5654892e-001  3.3456489e-001  2.9247376e-001  2.1318978e-002
  2.2495281e-001  6.4754962e-001  4.9761967e-001  2.9105890e-001  4.0993853e-001  4.0598094e-001  3.5765885e-001  3.2494543e-002
  2.3066909e-001  6.4203201e-001  5.0193527e-001  2.9095060e-001  4.6920542e-001  4.3834875e-001  4.1965203e-001  4.9423950e-002
  2.3840654e-001  6.7911630e-001  4.9698583e-001  2.9084230e-001  4.7580290e-001  4.3364787e-001  4.1965203e-001  7.1930530e-002
  2.4614463e-001  6.9535514e-001  5.0118748e-001  2.9073400e-001  4.8239906e-001  4.0995884e-001  3.7220382e-001  1.0544471e-001
  2.5388208e-001  6.9866453e-001  5.0188807e-001  2.9062569e-001  4.8899523e-001  4.3836909e-001  3.8687724e-001  1.4370633e-001
  2.6162017e-001  6.5677168e-001  4.9975867e-001  2.9051739e-001  4.9559270e-001  4.3836909e-001  4.0862701e-001  1.7919804e-001
  2.6935762e-001  6.5721538e-001  4.9901242e-001  2.9040909e-001  5.0218886e-001  4.3091404e-001  4.0862701e-001  2.1491667e-001
  2.7709571e-001  6.6517560e-001  5.0271451e-001  2.9030079e-001  5.0878634e-001  4.3091404e-001  4.0331063e-001  2.5311954e-001
  2.8483317e-001  6.6768012e-001  5.0810901e-001  2.9019249e-001  5.0003614e-001  4.0457256e-001  3.6078480e-001  2.8887684e-001
  2.9257126e-001  6.7172214e-001  5.0030195e-001  2.9008419e-001  4.8903728e-001  4.2159836e-001  3.7288074e-001  3.1807956e-001
  3.0030871e-001  6.9277544e-001  5.0167053e-001  2.8997589e-001  4.9555722e-001  4.0671956e-001  3.8175352e-001  3.5040632e-001
  3.0804680e-001  6.6950065e-001  4.9999540e-001  2.8986759e-001  5.1690176e-001  4.3525030e-001  4.0862701e-001  3.8295581e-001
  3.1578425e-001  6.8831330e-001  4.9789745e-001  2.8975928e-001  5.3824762e-001  4.6036336e-001  4.2573558e-001  4.1093191e-001
  3.2460416e-001  6.6686199e-001  4.9664475e-001  2.8965098e-001  5.5959217e-001  4.4906342e-001  4.1442938e-001  4.3326188e-001
  3.3648636e-001  6.7733409e-001  5.0326969e-001  2.8954268e-001  5.8093671e-001  4.7525938e-001  4.4192424e-001  4.5417819e-001
  3.4836856e-001  6.8937466e-001  5.0410381e-001  2.8943438e-001  6.0228125e-001  4.5224481e-001  4.1404753e-001  4.7106944e-001
  3.6025076e-001  6.9151065e-001  5.0035951e-001  2.8932608e-001  6.2362580e-001  4.9770433e-001  4.5484115e-001  4.8440430e-001
  3.7213296e-001  6.9702973e-001  5.0716939e-001  3.1894040e-001  6.4578649e-001  5.2973726e-001  4.9202283e-001  4.9092603e-001
  3.8401516e-001  6.9659634e-001  5.2870593e-001  3.6617800e-001  6.7109477e-001  5.4584761e-001  5.1273987e-001  4.9444034e-001
  3.9589736e-001  6.9207376e-001  5.7439072e-001  3.6753094e-001  6.6589828e-001  5.3368543e-001  4.7891326e-001  5.0130354e-001
  3.9837899e-001  6.6363220e-001  5.9597293e-001  3.6716515e-001  6.4814029e-001  4.8178176e-001  4.4680323e-001  4.9644664e-001
  3.8987326e-001  6.5845364e-001  6.0243712e-001  3.6679908e-001  6.3038230e-001  4.3711719e-001  4.0189779e-001  4.9342551e-001
  3.8136817e-001  6.5565577e-001  6.0809673e-001  3.6643328e-001  6.1472972e-001  3.9566374e-001  3.6176893e-001  4.8676969e-001
  3.7286307e-001  6.8939972e-001  6.0533311e-001  3.6606722e-001  6.0087765e-001  4.1681142e-001  3.6176893e-001  4.7094611e-001
  3.6435798e-001  6.9585781e-001  6.0022253e-001  3.6570115e-001  5.9265709e-001  4.5622428e-001  3.7478998e-001  4.5984535e-001
  3.5585289e-001  6.7581723e-001  6.0189767e-001  3.6533535e-001  6.0619769e-001  4.7507003e-001  4.3356522e-001  4.4204956e-001
  3.4734779e-001  6.7012125e-001  6.0543708e-001  3.6496928e-001  6.1973960e-001  4.8881899e-001  4.3459968e-001  4.2613902e-001
  3.3884270e-001  6.6103629e-001  5.9864178e-001  3.6460349e-001  6.3328019e-001  4.4387744e-001  4.3563415e-001  4.1865476e-001
  3.3033761e-001  6.6985591e-001  6.0414985e-001  3.6423742e-001  6.2931382e-001  4.5328075e-001  4.3161605e-001  4.0954723e-001
  3.2183252e-001  6.7469396e-001  6.3312052e-001  3.6387135e-001  6.2278206e-001  4.4350656e-001  4.1534755e-001  4.0182800e-001
  3.2742287e-001  6.8143655e-001  6.2533111e-001  3.6350556e-001  6.1625161e-001  4.4799305e-001  4.0181968e-001  3.9286891e-001
  3.3358370e-001  6.7320805e-001  6.2989303e-001  3.6313949e-001  6.0971984e-001  4.4524514e-001  4.2558805e-001  3.8374501e-001
  3.3974454e-001  6.7098361e-001  6.2534071e-001  3.6277370e-001  6.0318808e-001  4.4582570e-001  4.0035824e-001  3.7704206e-001
  3.4590601e-001  6.6639027e-001  6.2775403e-001  3.6240763e-001  5.9665631e-001  4.2258266e-001  3.9826849e-001  3.6844585e-001
  3.5206684e-001  6.7584966e-001  6.2468769e-001  3.6204183e-001  5.9012455e-001  4.2719747e-001  3.9266746e-001  3.6159345e-001
  3.5822767e-001  6.8127440e-001  6.3056485e-001  3.6167576e-001  5.9260583e-001  4.1743893e-001  3.9358563e-001  3.5697802e-001
  3.6438851e-001  7.0180586e-001  6.2964671e-001  3.6130969e-001  5.9884715e-001  4.5576577e-001  3.9450380e-001  3.5261944e-001
  3.7054934e-001  7.0916317e-001  6.2385511e-001  3.6094390e-001  6.1087506e-001  5.3331299e-001  4.5858154e-001  3.4911742e-001
  3.7671018e-001  6.8614340e-001  6.2442257e-001  3.6057783e-001  6.4526473e-001  5.2786098e-001  4.8167646e-001  3.4585737e-001
  3.8075380e-001  6.8060221e-001  6.3157776e-001  3.6021204e-001  6.7965441e-001  5.3388417e-001  5.0869748e-001  3.4157038e-001
  3.6997632e-001  6.6779363e-001  7.0126345e-001  3.5984597e-001  6.7147327e-001  5.3559927e-001  5.0456830e-001  3.3918049e-001
  3.5919819e-001  6.8622742e-001  7.1798677e-001  3.5947990e-001  6.5705477e-001  5.0510774e-001  4.7183864e-001  3.3560262e-001
  3.4842071e-001  7.0462437e-001  7.9979627e-001  3.5911411e-001  6.4003275e-001  4.6585137e-001  4.1658162e-001  3.3134116e-001
  3.3764322e-001  7.1594704e-001  7.9334167e-001  3.5874804e-001  6.1294893e-001  3.8838552e-001  3.4790261e-001  3.2795590e-001
  3.2686574e-001  7.0272276e-001  7.9499800e-001  3.5838224e-001  5.9647889e-001  4.2594401e-001  3.7830820e-001  3.2232046e-001
  3.1608826e-001  6.9316461e-001  8.0545588e-001  3.5801617e-001  5.8908762e-001  4.4793046e-001  3.7830820e-001  3.1668181e-001
  3.0531077e-001  7.1359583e-001  8.7862460e-001  3.5765038e-001  5.8169634e-001  4.5139195e-001  3.7830820e-001  3.0899415e-001
  2.9453265e-001  7.2235207e-001  8.7838825e-001  3.5728431e-001  5.6150044e-001  4.0357886e-001  3.7830820e-001  2.9997692e-001
  2.8375516e-001  6.9770488e-001  8.1529911e-001  4.0445312e-001  5.1970635e-001  3.7127208e-001  3.3184933e-001  2.9319955e-001
  2.7297768e-001  6.3286449e-001  7.5367678e-001  4.6413127e-001  5.0739982e-001  3.8348904e-001  3.3215481e-001  2.8457266e-001
  2.6220019e-001  6.4964433e-001  8.1356643e-001  5.0085315e-001  5.0739982e-001  4.2089104e-001  3.8188717e-001  2.7875891e-001
  2.5142271e-001  6.5609801e-001  8.1940676e-001  5.1044444e-001  4.6589749e-001  3.7220475e-001  3.1870157e-001  2.7557024e-001
  2.4064522e-001  6.8923462e-001  8.1459890e-001  5.2003574e-001  4.5769927e-001  3.7832653e-001  3.1989051e-001  2.7311789e-001
  2.3876905e-001  7.1162936e-001  8.1030518e-001  5.2962731e-001  4.5539541e-001  4.3476363e-001  3.6060603e-001  2.7667932e-001
  2.4210864e-001  6.9694866e-001  8.0889171e-001  5.4032455e-001  4.7708297e-001  4.6019436e-001  3.7637466e-001  2.8342662e-001
  2.4544822e-001  7.3169058e-001  9.3789998e-001  5.5241976e-001  4.9744972e-001  4.6870100e-001  4.0983331e-001  2.9209953e-001
  2.4878780e-001  7.2957080e-001  9.3555265e-001  5.6451525e-001  4.8612624e-001  4.5325259e-001  3.6887653e-001  3.0793333e-001
  2.5212739e-001  6.8825433e-001  9.3148299e-001  5.7661046e-001  4.9793073e-001  4.3836909e-001  3.6904663e-001  3.2472231e-001
  2.5042484e-001  6.5235965e-001  9.2765965e-001  5.8870594e-001  5.0973653e-001  4.3524091e-001  3.7655517e-001  3.4368232e-001
  2.4739562e-001  6.3551642e-001  9.2604130e-001  6.0080115e-001  5.2154102e-001  4.2138867e-001  3.6611680e-001  3.6051274e-001
  2.4436640e-001  6.4587060e-001  9.3560022e-001  6.1289664e-001  5.3334551e-001  4.4796175e-001  3.8389535e-001  3.7516964e-001
  2.4133718e-001  6.2295844e-001  9.2305054e-001  6.2499185e-001  5.4515000e-001  4.4085567e-001  3.9443611e-001  3.7385982e-001
  2.3830860e-001  6.3339812e-001  9.3087716e-001  6.3708734e-001  5.5695449e-001  4.4085567e-001  3.7470493e-001  3.7722438e-001
  2.3527938e-001  6.7296335e-001  9.2839017e-001  6.4055270e-001  5.6875898e-001  4.4268188e-001  3.7287032e-001  3.8721723e-001
  2.3225016e-001  6.8772660e-001  9.3066883e-001  6.4178518e-001  5.8056347e-001  4.4127975e-001  3.7103398e-001  3.9083154e-001
  2.2922094e-001  6.8366099e-001  9.4031331e-001  6.4301794e-001  5.7891278e-001  4.4459259e-001  3.7288247e-001  3.9176448e-001
  2.2619172e-001  6.6075326e-001  9.4201684e-001  6.4425042e-001  5.7529074e-001  3.9921756e-001  3.5970174e-001  3.8970083e-001
  2.2316250e-001  6.5225057e-001  9.4075799e-001  6.4548290e-001  5.7166870e-001  4.3727055e-001  3.5556736e-001  3.8182567e-001
  2.2396575e-001  6.5179507e-001  9.2719578e-001  6.4671538e-001  5.6804666e-001  4.3339906e-001  3.8029555e-001  3.7394256e-001
  2.5229211e-001  6.4754962e-001  9.3218320e-001  6.4794786e-001  5.5912693e-001  4.4336103e-001  3.8382071e-001  3.6592820e-001
  2.8061910e-001  6.5126438e-001  9.3181410e-001  6.4918061e-001  5.5394357e-001  4.3786990e-001  3.8554250e-001  3.5698885e-001
  3.0894609e-001  5.8619846e-001  6.9457212e-001  6.5041309e-001  5.9529871e-001  4.6924871e-001  4.1301480e-001  3.5028303e-001
  3.3727244e-001  6.0763503e-001  7.0204883e-001  5.9773059e-001  6.8207392e-001  5.8804438e-001  5.2714946e-001  3.4031237e-001
  3.6234634e-001  6.5721538e-001  7.0460412e-001  5.2410643e-001  7.1149577e-001  6.0668357e-001  5.5594955e-001  3.3442760e-001
  3.6575907e-001  6.3617683e-001  7.1049126e-001  5.2138702e-001  7.1465257e-001  5.6332097e-001  5.2926178e-001  3.2902294e-001
  3.6917115e-001  6.4028223e-001  7.1204362e-001  5.1866733e-001  7.1396129e-001  5.0930942e-001  4.9407440e-001  3.2349502e-001
  3.7258387e-001  6.7145238e-001  6.9989104e-001  5.1594792e-001  7.1326868e-001  4.9801261e-001  4.5282082e-001  3.1567781e-001
  3.7599596e-001  6.7647763e-001  7.0452854e-001  5.1322851e-001  7.1257739e-001  5.0795268e-001  4.6036581e-001  3.0665377e-001
  3.7940868e-001  6.8507614e-001  7.0782240e-001  5.1050909e-001  7.1195970e-001  4.8990971e-001  4.5091678e-001  2.9785816e-001
  3.8282077e-001  6.5677905e-001  6.9132775e-001  5.0778940e-001  7.1318194e-001  5.1055662e-001  4.5591033e-001  2.8655794e-001
  3.8623285e-001  6.6833758e-001  6.9418231e-001  5.0506999e-001  7.1440287e-001  4.7908392e-001  4.5423019e-001  2.7665830e-001
  3.8964558e-001  6.7919885e-001  6.9611220e-001  5.0235058e-001  7.1562511e-001  5.4085724e-001  4.7577515e-001  2.6762406e-001
  3.9305766e-001  6.5331193e-001  7.0066721e-001  4.9963117e-001  7.1684604e-001  5.3528786e-001  4.9864964e-001  2.5662042e-001
  3.9647038e-001  6.6784080e-001  6.9729815e-001  4.9691148e-001  7.1806828e-001  5.2141058e-001  4.9175900e-001  2.4641908e-001
  3.9988247e-001  6.6342140e-001  6.9107030e-001  4.9419207e-001  7.1928921e-001  5.2857769e-001  4.6587832e-001  2.3617083e-001
  4.0329455e-001  6.6524194e-001  7.0064841e-001  4.9147265e-001  7.2051145e-001  5.0621254e-001  4.6245730e-001  2.2396603e-001
  4.0670728e-001  6.7020086e-001  6.9455332e-001  4.8875324e-001  7.2173238e-001  4.9969485e-001  4.6670277e-001  2.1849809e-001
  4.1011936e-001  6.5653139e-001  7.1078477e-001  4.8603355e-001  7.2233430e-001  4.9372486e-001  4.6875955e-001  2.1049513e-001
  4.1353208e-001  6.9093722e-001  6.9756288e-001  4.8331414e-001  7.2188877e-001  5.1097132e-001  4.6438564e-001  2.0035458e-001
  4.1694417e-001  6.5666112e-001  6.9787520e-001  4.8059473e-001  7.2144193e-001  5.3340375e-001  4.7983317e-001  1.9159985e-001
  4.2035689e-001  6.6558835e-001  6.9460128e-001  4.7787532e-001  7.2099640e-001  4.7883511e-001  4.5348732e-001  1.8486303e-001
  4.2376898e-001  6.7131971e-001  7.0112149e-001  4.7515563e-001  7.2055088e-001  4.9876532e-001  4.6150268e-001  1.7711847e-001
  4.2718106e-001  6.7543396e-001  6.9298217e-001  4.7266166e-001  7.2010535e-001  4.8018090e-001  4.4496515e-001  1.6914693e-001
  4.3059379e-001  6.8258784e-001  6.9760432e-001  4.7042242e-001  7.1965982e-001  4.9072344e-001  4.6651011e-001  1.6258284e-001
  4.3400587e-001  6.6002210e-001  6.9885971e-001  4.6818318e-001  7.1921298e-001  4.9609252e-001  4.6651011e-001  1.5576963e-001
  4.3741859e-001  6.6460364e-001  6.9779961e-001  4.6594394e-001  7.1915647e-001  5.0584010e-001  4.6651011e-001  1.5236798e-001
  4.2324111e-001  7.0467154e-001  8.2480126e-001  4.6370470e-001  6.7933111e-001  4.5272679e-001  4.1164362e-001  1.4965887e-001
  3.9900162e-001  6.8925820e-001  8.1380354e-001  4.6146546e-001  6.6236429e-001  4.0854889e-001  3.7305431e-001  1.4525352e-001
  3.7476150e-001  6.7053106e-001  8.0880653e-001  4.5922622e-001  6.5858454e-001  3.9544309e-001  3.7128739e-001  1.4066015e-001
  3.5052202e-001  6.6260032e-001  8.0328427e-001  4.5698698e-001  6.5480479e-001  4.5672034e-001  3.8575078e-001  1.3764599e-001
  3.4361771e-001  6.7997718e-001  8.1204323e-001  4.5474774e-001  6.5121955e-001  4.6885279e-001  4.2268252e-001  1.3467037e-001
  3.5630444e-001  6.8267776e-001  8.0954473e-001  4.5250850e-001  6.5243522e-001  4.6073580e-001  4.1440161e-001  1.3112996e-001
  3.6899117e-001  6.6781869e-001  8.1245031e-001  4.5026926e-001  6.5559990e-001  4.5221195e-001  3.8044482e-001  1.2795958e-001
  3.8167789e-001  6.7610026e-001  8.1116960e-001  4.4803002e-001  6.6208830e-001  4.2660595e-001  3.8708205e-001  1.2527303e-001
  3.3023394e-001  6.6495153e-001  8.1245031e-001  4.4579078e-001  6.6147192e-001  4.2954791e-001  3.9059680e-001  1.2232184e-001
  3.1904624e-001  6.7419865e-001  8.1207162e-001  4.4355154e-001  6.6085554e-001  4.3857722e-001  3.9546016e-001  1.1890278e-001
  3.0989880e-001  6.8484765e-001  8.1557344e-001  4.4131230e-001  6.6024048e-001  4.3261349e-001  3.9996945e-001  1.1686223e-001
  3.1369503e-001  6.6196793e-001  8.1047246e-001  4.3907306e-001  6.5962410e-001  4.2486738e-001  4.0311450e-001  1.1523478e-001
  3.1749188e-001  6.7997718e-001  8.0069561e-001  4.3683382e-001  6.5900772e-001  4.2752296e-001  4.0741377e-001  1.1499499e-001
  3.2128811e-001  6.8198198e-001  7.9528193e-001  4.3459458e-001  6.5870545e-001  4.6894356e-001  4.1689578e-001  1.1682116e-001
  3.2508497e-001  6.5260435e-001  8.1143472e-001  4.3235534e-001  6.6615324e-001  4.6164656e-001  4.1689578e-001  1.1968031e-001
  3.2888119e-001  6.5660363e-001  8.0933639e-001  4.3011638e-001  6.7359971e-001  4.6142435e-001  4.1467237e-001  1.2514860e-001
  3.3267805e-001  6.4549912e-001  7.5787919e-001  4.2787714e-001  6.8104619e-001  4.6213323e-001  4.1303737e-001  1.3118515e-001
  3.3647428e-001  6.6287598e-001  7.5719778e-001  4.2563790e-001  6.8493502e-001  4.6284212e-001  4.3354439e-001  1.3812385e-001
  3.4027114e-001  6.7437555e-001  7.4983425e-001  4.2339866e-001  6.8282304e-001  5.0514530e-001  4.4708267e-001  1.4727910e-001
  3.4406799e-001  6.6365431e-001  7.5426342e-001  4.2115942e-001  6.8071106e-001  5.0004225e-001  4.5122226e-001  1.5583781e-001
  3.4786422e-001  6.9802034e-001  7.6263947e-001  4.1892018e-001  6.8430287e-001  4.6487802e-001  4.5498000e-001  1.6189646e-001
  3.5166108e-001  6.7073154e-001  7.6157975e-001  4.1668094e-001  7.0993709e-001  5.2923337e-001  4.9933871e-001  1.6777323e-001
  3.5545730e-001  6.4931413e-001  7.3292178e-001  4.1444170e-001  7.1306235e-001  4.8944181e-001  4.5348732e-001  1.7235178e-001
  3.5925416e-001  6.3193138e-001  6.8990623e-001  4.1220246e-001  7.0679343e-001  4.9664491e-001  4.5987288e-001  1.7584437e-001
  3.6032835e-001  6.5156658e-001  6.9632399e-001  4.0448434e-001  6.9969917e-001  4.5644962e-001  4.4259942e-001  1.7841971e-001
  3.5513422e-001  6.5996313e-001  6.9071080e-001  3.9659354e-001  6.7223422e-001  4.5126520e-001  4.1841276e-001  1.7986554e-001
  3.4994009e-001  6.8139380e-001  6.9988183e-001  3.8870274e-001  6.4476927e-001  4.2813326e-001  3.9795433e-001  1.8176785e-001
  3.2481340e-001  6.9259560e-001  6.9763885e-001  3.8081194e-001  6.3525287e-001  4.3157285e-001  3.7862062e-001  1.8339572e-001
  2.9905899e-001  6.8964737e-001  6.8738893e-001  3.7292114e-001  6.3322500e-001  4.4652990e-001  4.0117228e-001  1.8381905e-001
  3.5707081e-001  6.8422263e-001  6.8847703e-001  3.6503034e-001  6.3119713e-001  4.6819085e-001  4.3191806e-001  1.8457078e-001
  3.5126358e-001  6.7238254e-001  6.8842984e-001  3.5955532e-001  6.2917057e-001  4.6626449e-001  4.2268426e-001  1.8487227e-001
  3.4545636e-001  6.6183821e-001  6.8833507e-001  3.5964318e-001  6.2714270e-001  4.4967685e-001  3.9888813e-001  1.8769979e-001
  3.3964850e-001  6.6147263e-001  6.8826333e-001  3.5973131e-001  6.2524231e-001  4.3023802e-001  4.2682385e-001  1.9148661e-001
  3.3384128e-001  6.8205273e-001  6.9195928e-001  3.5981917e-001  6.2382556e-001  4.2526798e-001  3.9641826e-001  1.9551298e-001
  3.2803405e-001  6.8941741e-001  6.8425620e-001  3.5990703e-001  6.2240750e-001  4.3385444e-001  3.7331466e-001  2.0063693e-001
  3.2222619e-001  6.6841865e-001  6.9136842e-001  3.5999488e-001  6.2098944e-001  4.3769307e-001  4.0967362e-001  2.0692859e-001
  3.1641897e-001  6.7819645e-001  6.9366358e-001  3.6008274e-001  6.1957137e-001  4.3272303e-001  3.8960919e-001  2.1367585e-001
  3.1061175e-001  6.6197530e-001  6.9071080e-001  3.6017060e-001  6.1815463e-001  4.5058135e-001  4.0575099e-001  2.1967766e-001
  3.0480389e-001  6.8198198e-001  6.9435765e-001  3.6025845e-001  6.4840445e-001  4.6043065e-001  4.1965203e-001  2.2600735e-001
  2.9899666e-001  6.7942734e-001  6.9808353e-001  3.6034631e-001  6.5073459e-001  4.5328075e-001  4.3453720e-001  2.3280407e-001
  2.9318944e-001  6.6357176e-001  6.8915883e-001  3.6043444e-001  6.4703896e-001  4.5415708e-001  4.0888215e-001  2.4011670e-001
  2.8738158e-001  6.5870129e-001  6.9937039e-001  3.6052230e-001  6.4334332e-001  4.2612553e-001  3.9017503e-001  2.4728757e-001
  2.8157435e-001  6.4916082e-001  7.0159456e-001  3.6061016e-001  6.2539214e-001  3.9363880e-001  3.6261074e-001  2.5414538e-001
  2.7576713e-001  6.7974132e-001  6.9505479e-001  3.6069801e-001  6.0149271e-001  3.9252304e-001  3.3906628e-001  2.5666722e-001
  2.6995927e-001  6.7497699e-001  6.9347519e-001  3.6078587e-001  5.7759329e-001  3.9076882e-001  3.4237448e-001  2.5930853e-001
  2.6797816e-001  6.6447982e-001  7.0006139e-001  3.6087373e-001  5.5369255e-001  3.8901460e-001  3.2947492e-001  2.6165691e-001
  2.9027851e-001  6.6101270e-001  6.9082437e-001  3.6096158e-001  5.3944095e-001  3.6062783e-001  3.3158204e-001  2.6293732e-001
  3.1257886e-001  6.4680224e-001  5.7079797e-001  3.6104944e-001  5.6247429e-001  4.0914198e-001  3.3620414e-001  2.6378536e-001
  3.3487921e-001  6.7997718e-001  5.8510797e-001  3.6113757e-001  5.8550763e-001  4.6322082e-001  4.1227020e-001  2.6556492e-001
  3.5717956e-001  6.7741812e-001  6.4043609e-001  3.6122543e-001  6.0698491e-001  4.9276247e-001  4.5934697e-001  2.6794451e-001
  3.7947991e-001  7.1554019e-001  6.4015217e-001  3.6131329e-001  6.2244824e-001  5.2087539e-001  4.6595816e-001  2.7037161e-001
  4.0178026e-001  6.8549626e-001  6.3602994e-001  3.6140114e-001  6.5837689e-001  5.4198394e-001  4.9049196e-001  2.7322233e-001
  4.2408061e-001  6.6967017e-001  6.4181425e-001  3.6148900e-001  6.9730594e-001  5.7659891e-001  5.3740558e-001  2.7987598e-001
  4.4638160e-001  6.8531937e-001  6.4806934e-001  3.6157686e-001  7.2145770e-001  5.8821652e-001  5.2784200e-001  2.8886309e-001
  4.7888704e-001  6.7419865e-001  6.5410266e-001  3.6166471e-001  7.3296517e-001  5.8271130e-001  5.5145241e-001  2.9669621e-001
  5.1389956e-001  6.5786399e-001  6.5513436e-001  3.6175257e-001  7.4447264e-001  5.9000203e-001  5.6798995e-001  3.0339631e-001
  5.4891208e-001  6.8062579e-001  6.6152105e-001  3.6184070e-001  7.5598143e-001  5.6759464e-001  5.3395679e-001  3.1247263e-001
  5.8392523e-001  6.8008774e-001  6.6195806e-001  3.6192856e-001  7.6748890e-001  6.0270566e-001  5.6372539e-001  3.1132189e-001
  6.1893774e-001  6.7627421e-001  6.6208122e-001  3.6201642e-001  7.7899768e-001  6.0948938e-001  5.7887264e-001  3.1457324e-001
  6.5395026e-001  6.8169158e-001  6.6154791e-001  3.6210427e-001  7.9050515e-001  5.9425379e-001  5.7749452e-001  3.1247525e-001
  6.8896278e-001  6.7419865e-001  6.6521394e-001  3.6219213e-001  7.9204018e-001  6.1431388e-001  5.6849503e-001  3.0458657e-001
  7.0570203e-001  6.6126035e-001  6.7123344e-001  3.6227999e-001  7.7675559e-001  5.9267797e-001  5.6849503e-001  2.9787009e-001
  6.8036038e-001  6.5104769e-001  7.0676230e-001  3.6236784e-001  7.6147100e-001  5.4592116e-001  5.2765454e-001  2.8539939e-001
  6.5501936e-001  6.7150987e-001  7.0232355e-001  3.6245570e-001  7.4618641e-001  5.0445363e-001  4.9131814e-001  2.7202184e-001
  6.2967771e-001  6.7222924e-001  6.9666393e-001  3.6254383e-001  7.3177316e-001  4.7365851e-001  4.4997258e-001  2.5544007e-001
  5.9715636e-001  6.9187623e-001  7.0190687e-001  3.6263169e-001  7.1748739e-001  4.6548049e-001  4.3083847e-001  2.4094343e-001
  5.6052780e-001  6.9404613e-001  7.0775871e-001  3.6271954e-001  7.0320030e-001  4.6268563e-001  4.1828779e-001  2.2393947e-001
  5.2389923e-001  6.6673226e-001  7.0228556e-001  3.6280740e-001  6.8891453e-001  4.4041907e-001  4.0490745e-001  2.0620697e-001
  4.8727066e-001  6.6626202e-001  7.0365798e-001  3.6289526e-001  6.7462876e-001  3.9492669e-001  3.4853960e-001  1.9039358e-001
  4.5064210e-001  6.6299391e-001  7.0056285e-001  3.6298311e-001  6.6142855e-001  3.8044693e-001  3.2171124e-001  1.7705641e-001
  4.1401289e-001  6.9664057e-001  6.9680589e-001  3.6307097e-001  6.5006039e-001  3.8212447e-001  3.5774910e-001  1.6243113e-001
  3.7738433e-001  6.8031918e-001  7.0195445e-001  3.6315883e-001  6.3869354e-001  3.5387697e-001  3.4422991e-001  1.5104740e-001
  3.4267136e-001  6.7958801e-001  7.0754155e-001  3.6324696e-001  6.2741738e-001  3.9443688e-001  3.5726832e-001  1.4003840e-001
  3.2011662e-001  6.5812344e-001  6.9872696e-001  3.6333482e-001  6.1843193e-001  3.9543057e-001  3.6701588e-001  1.3098506e-001
  2.9756123e-001  6.4695555e-001  6.9973028e-001  3.6342267e-001  6.0944648e-001  3.8162684e-001  3.4295940e-001  1.2427654e-001
  2.7500649e-001  6.3215102e-001  7.0211521e-001  3.6351053e-001  5.8602676e-001  3.7026900e-001  3.3045384e-001  1.1997350e-001
  2.5245174e-001  6.6429113e-001  7.0558864e-001  3.6359839e-001  5.4739209e-001  3.6399856e-001  3.2455428e-001  1.1871961e-001
  2.3787549e-001  6.6729832e-001  7.0193028e-001  3.6368624e-001  5.4404867e-001  3.9054348e-001  3.3978658e-001  1.1763571e-001
  2.4191657e-001  6.8182277e-001  7.0055365e-001  3.6377410e-001  5.4070525e-001  3.8084910e-001  3.4626239e-001  1.1875926e-001
  2.4595765e-001  7.0487644e-001  6.9409867e-001  3.6386196e-001  5.4416695e-001  3.6269346e-001  3.2086423e-001  1.2310708e-001
  2.4999809e-001  6.9192340e-001  6.4030372e-001  3.6395009e-001  5.4862485e-001  3.8026697e-001  3.5049745e-001  1.2646908e-001
  2.5403917e-001  6.8891621e-001  6.4390031e-001  3.6403795e-001  5.4666400e-001  4.5860914e-001  3.9806194e-001  1.3447263e-001
  2.5808025e-001  6.9008371e-001  7.0313733e-001  3.6412580e-001  5.4376348e-001  4.5660611e-001  4.0712218e-001  1.4126570e-001
  2.6212133e-001  6.8309051e-001  6.9921922e-001  3.6421366e-001  5.3725931e-001  3.9830994e-001  3.7179594e-001  1.4797063e-001
